2023-03-27 22:17:26,893 INFO    StreamThr :12112 [internal.py:wandb_internal():87] W&B internal server running at pid: 12112, started at: 2023-03-27 22:17:26.882779
2023-03-27 22:17:26,897 DEBUG   HandlerThread:12112 [handler.py:handle_request():144] handle_request: status
2023-03-27 22:17:26,915 INFO    WriterThread:12112 [datastore.py:open_for_write():85] open: C:\Users\Samsung\Desktop\Pedro\UFRN\Portfolio\TEDA Regressor\wandb\run-20230327_221726-mwawn2lk\run-mwawn2lk.wandb
2023-03-27 22:17:26,916 DEBUG   SenderThread:12112 [sender.py:send():336] send: header
2023-03-27 22:17:27,041 DEBUG   SenderThread:12112 [sender.py:send():336] send: run
2023-03-27 22:17:27,895 DEBUG   HandlerThread:12112 [handler.py:handle_request():144] handle_request: check_version
2023-03-27 22:17:27,895 INFO    SenderThread:12112 [dir_watcher.py:__init__():219] watching files in: C:\Users\Samsung\Desktop\Pedro\UFRN\Portfolio\TEDA Regressor\wandb\run-20230327_221726-mwawn2lk\files
2023-03-27 22:17:27,895 INFO    SenderThread:12112 [sender.py:_start_run_threads():1078] run started: mwawn2lk with start time 1679966246.897136
2023-03-27 22:17:27,895 DEBUG   SenderThread:12112 [sender.py:send_request():363] send_request: summary_record
2023-03-27 22:17:27,895 INFO    SenderThread:12112 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-27 22:17:27,895 DEBUG   SenderThread:12112 [sender.py:send_request():363] send_request: check_version
2023-03-27 22:17:28,067 DEBUG   HandlerThread:12112 [handler.py:handle_request():144] handle_request: run_start
2023-03-27 22:17:28,116 DEBUG   HandlerThread:12112 [system_info.py:__init__():31] System info init
2023-03-27 22:17:28,116 DEBUG   HandlerThread:12112 [system_info.py:__init__():46] System info init done
2023-03-27 22:17:28,116 INFO    HandlerThread:12112 [system_monitor.py:start():183] Starting system monitor
2023-03-27 22:17:28,116 INFO    SystemMonitor:12112 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-27 22:17:28,116 INFO    HandlerThread:12112 [system_monitor.py:probe():204] Collecting system info
2023-03-27 22:17:28,127 INFO    SystemMonitor:12112 [interfaces.py:start():187] Started cpu monitoring
2023-03-27 22:17:28,127 DEBUG   HandlerThread:12112 [system_info.py:probe():195] Probing system
2023-03-27 22:17:28,127 INFO    SystemMonitor:12112 [interfaces.py:start():187] Started disk monitoring
2023-03-27 22:17:28,129 INFO    SystemMonitor:12112 [interfaces.py:start():187] Started memory monitoring
2023-03-27 22:17:28,140 INFO    SystemMonitor:12112 [interfaces.py:start():187] Started network monitoring
2023-03-27 22:17:28,146 DEBUG   HandlerThread:12112 [system_info.py:_probe_git():180] Probing git
2023-03-27 22:17:28,300 DEBUG   HandlerThread:12112 [system_info.py:_probe_git():188] Probing git done
2023-03-27 22:17:28,300 DEBUG   HandlerThread:12112 [system_info.py:probe():240] Probing system done
