2023-03-15 20:58:10,544 INFO    StreamThr :10816 [internal.py:wandb_internal():87] W&B internal server running at pid: 10816, started at: 2023-03-15 20:58:10.544292
2023-03-15 20:58:10,546 DEBUG   HandlerThread:10816 [handler.py:handle_request():144] handle_request: status
2023-03-15 20:58:10,564 INFO    WriterThread:10816 [datastore.py:open_for_write():85] open: c:\Users\Samsung\Desktop\Pedro\UFRN\Portfolio\TEDA Regressor\wandb\run-20230315_205810-exrqtbp9\run-exrqtbp9.wandb
2023-03-15 20:58:10,565 DEBUG   SenderThread:10816 [sender.py:send():336] send: header
2023-03-15 20:58:10,580 DEBUG   SenderThread:10816 [sender.py:send():336] send: run
2023-03-15 20:58:12,732 INFO    SenderThread:10816 [dir_watcher.py:__init__():219] watching files in: c:\Users\Samsung\Desktop\Pedro\UFRN\Portfolio\TEDA Regressor\wandb\run-20230315_205810-exrqtbp9\files
2023-03-15 20:58:12,732 INFO    SenderThread:10816 [sender.py:_start_run_threads():1078] run started: exrqtbp9 with start time 1678924690.545822
2023-03-15 20:58:12,732 DEBUG   SenderThread:10816 [sender.py:send_request():363] send_request: summary_record
2023-03-15 20:58:12,733 DEBUG   HandlerThread:10816 [handler.py:handle_request():144] handle_request: check_version
2023-03-15 20:58:12,734 INFO    SenderThread:10816 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-15 20:58:12,734 DEBUG   SenderThread:10816 [sender.py:send_request():363] send_request: check_version
2023-03-15 20:58:12,844 DEBUG   HandlerThread:10816 [handler.py:handle_request():144] handle_request: run_start
2023-03-15 20:58:12,863 DEBUG   HandlerThread:10816 [system_info.py:__init__():31] System info init
2023-03-15 20:58:12,863 DEBUG   HandlerThread:10816 [system_info.py:__init__():46] System info init done
2023-03-15 20:58:12,863 INFO    HandlerThread:10816 [system_monitor.py:start():183] Starting system monitor
2023-03-15 20:58:12,863 INFO    SystemMonitor:10816 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-15 20:58:12,863 INFO    HandlerThread:10816 [system_monitor.py:probe():204] Collecting system info
2023-03-15 20:58:12,866 INFO    SystemMonitor:10816 [interfaces.py:start():187] Started cpu monitoring
2023-03-15 20:58:12,866 DEBUG   HandlerThread:10816 [system_info.py:probe():195] Probing system
2023-03-15 20:58:12,866 INFO    SystemMonitor:10816 [interfaces.py:start():187] Started disk monitoring
2023-03-15 20:58:12,866 INFO    SystemMonitor:10816 [interfaces.py:start():187] Started memory monitoring
2023-03-15 20:58:12,881 INFO    SystemMonitor:10816 [interfaces.py:start():187] Started network monitoring
2023-03-15 20:58:12,888 DEBUG   HandlerThread:10816 [git.py:repo():40] git repository is invalid
2023-03-15 20:58:12,888 DEBUG   HandlerThread:10816 [system_info.py:probe():240] Probing system done
